Ticker,close,date,high,low,month,open,volume
SBIN,803.0,2024-11-19 05:30:00,820.3,800.1,2024-11,819.0,13677029
BAJFINANCE,6595.3,2024-11-19 05:30:00,6644.8,6561.0,2024-11,6594.35,804046
TITAN,3224.7,2024-11-19 05:30:00,3283.0,3172.3,2024-11,3192.0,1174506
ITC,467.35,2024-11-19 05:30:00,473.75,466.25,2024-11,468.0,6857374
TCS,4039.55,2024-11-19 05:30:00,4132.15,4014.1,2024-11,4019.9,1776233
LT,3505.9,2024-11-19 05:30:00,3607.0,3495.0,2024-11,3559.9,1826460
TATACONSUM,917.15,2024-11-19 05:30:00,940.5,915.05,2024-11,935.0,1844903
RELIANCE,1241.65,2024-11-19 05:30:00,1281.5,1235.15,2024-11,1260.75,14183746
HCLTECH,1820.55,2024-11-19 05:30:00,1865.0,1817.3,2024-11,1837.0,2354204
JSWSTEEL,947.3,2024-11-19 05:30:00,960.95,945.0,2024-11,949.85,617409
ULTRACEMCO,10769.55,2024-11-19 05:30:00,10870.0,10657.9,2024-11,10684.05,220357
POWERGRID,315.05,2024-11-19 05:30:00,318.25,312.25,2024-11,313.05,13157158
INFY,1824.75,2024-11-19 05:30:00,1859.7,1820.55,2024-11,1825.5,4669769
TRENT,6423.85,2024-11-19 05:30:00,6579.9,6359.8,2024-11,6359.85,674042
BHARTIARTL,1525.5,2024-11-19 05:30:00,1558.0,1519.3,2024-11,1537.0,6238241
TATAMOTORS,783.2,2024-11-19 05:30:00,799.9,771.9,2024-11,771.9,14012014
WIPRO,562.0,2024-11-19 05:30:00,569.8,554.7,2024-11,556.0,6459889
TECHM,1699.65,2024-11-19 05:30:00,1724.4,1664.1,2024-11,1664.9,1982317
NTPC,366.7,2024-11-19 05:30:00,378.5,365.05,2024-11,368.0,17055094
HINDUNILVR,2410.35,2024-11-19 05:30:00,2440.2,2405.1,2024-11,2431.9,1133370
APOLLOHOSP,6686.9,2024-11-19 05:30:00,6796.9,6661.2,2024-11,6750.0,290018
M&M,2948.95,2024-11-19 05:30:00,2998.0,2845.0,2024-11,2845.0,5230405
GRASIM,2508.15,2024-11-19 05:30:00,2552.0,2500.0,2024-11,2517.15,424096
ICICIBANK,1249.1,2024-11-19 05:30:00,1261.0,1240.85,2024-11,1257.05,11537317
ADANIENT,2821.5,2024-11-19 05:30:00,2894.8,2809.8,2024-11,2831.0,536296
ADANIPORTS,1289.65,2024-11-19 05:30:00,1321.45,1282.0,2024-11,1285.0,2631778
BEL,279.0,2024-11-19 05:30:00,285.2,277.0,2024-11,280.0,13160982
BAJAJFINSV,1596.35,2024-11-19 05:30:00,1625.95,1580.55,2024-11,1622.95,2569730
EICHERMOT,4965.45,2024-11-19 05:30:00,5014.05,4880.0,2024-11,4880.0,452273
COALINDIA,412.25,2024-11-19 05:30:00,422.0,410.7,2024-11,415.95,6291292
MARUTI,10959.3,2024-11-19 05:30:00,11195.25,10896.4,2024-11,11090.0,864067
INDUSINDBK,1000.2,2024-11-19 05:30:00,1032.0,998.1,2024-11,1010.5,5718490
ASIANPAINT,2483.7,2024-11-19 05:30:00,2503.2,2472.35,2024-11,2488.0,941558
TATASTEEL,139.46,2024-11-19 05:30:00,142.49,139.06,2024-11,142.0,37611903
HDFCLIFE,680.4,2024-11-19 05:30:00,693.0,668.3,2024-11,688.05,6438490
DRREDDY,1213.45,2024-11-19 05:30:00,1232.0,1186.25,2024-11,1193.0,1509716
SUNPHARMA,1777.25,2024-11-19 05:30:00,1806.75,1730.0,2024-11,1730.05,1933316
KOTAKBANK,1727.75,2024-11-19 05:30:00,1739.8,1713.5,2024-11,1729.8,2759663
SHRIRAMFIN,2824.75,2024-11-19 05:30:00,2866.0,2801.7,2024-11,2848.0,1188509
NESTLEIND,2214.15,2024-11-19 05:30:00,2243.65,2203.9,2024-11,2225.0,806020
ONGC,248.0,2024-11-19 05:30:00,255.4,247.1,2024-11,250.0,17397559
CIPLA,1471.55,2024-11-19 05:30:00,1485.85,1456.85,2024-11,1465.0,1116002
BPCL,287.5,2024-11-19 05:30:00,297.9,286.5,2024-11,292.65,9912544
BRITANNIA,4892.7,2024-11-19 05:30:00,4951.35,4878.6,2024-11,4924.95,436205
SBILIFE,1522.9,2024-11-19 05:30:00,1568.05,1501.0,2024-11,1568.0,4198931
HINDALCO,640.0,2024-11-19 05:30:00,655.55,637.65,2024-11,651.1,5015887
HEROMOTOCO,4775.8,2024-11-19 05:30:00,4853.95,4734.5,2024-11,4759.95,704072
AXISBANK,1133.95,2024-11-19 05:30:00,1139.0,1122.05,2024-11,1130.0,19225966
HDFCBANK,1742.25,2024-11-19 05:30:00,1753.75,1702.7,2024-11,1714.0,25490636
BAJAJ-AUTO,9545.7,2024-11-19 05:30:00,9698.6,9500.45,2024-11,9560.0,365397
