Ticker,close,date,high,low,month,open,volume
SBIN,830.35,2024-05-31 05:30:00,835.0,817.1,2024-05,830.7,22267336
BAJFINANCE,6697.7,2024-05-31 05:30:00,6771.95,6642.4,2024-05,6664.95,2841733
TITAN,3241.9,2024-05-31 05:30:00,3328.8,3216.75,2024-05,3298.0,2524214
ITC,426.45,2024-05-31 05:30:00,429.55,424.25,2024-05,426.75,28214102
TCS,3670.95,2024-05-31 05:30:00,3749.8,3653.75,2024-05,3740.0,10956800
LT,3669.3,2024-05-31 05:30:00,3744.8,3636.4,2024-05,3636.4,6432341
TATACONSUM,1047.23,2024-05-31 05:30:00,1057.65,1035.43,2024-05,1056.57,4728270
RELIANCE,1430.4,2024-05-31 05:30:00,1442.25,1422.25,2024-05,1431.3,31069832
HCLTECH,1324.1,2024-05-31 05:30:00,1340.9,1315.75,2024-05,1331.85,10319045
JSWSTEEL,880.55,2024-05-31 05:30:00,895.45,877.0,2024-05,892.0,5249761
ULTRACEMCO,9915.5,2024-05-31 05:30:00,10080.0,9750.1,2024-05,9932.0,791072
POWERGRID,310.0,2024-05-31 05:30:00,311.5,305.7,2024-05,308.55,36929443
INFY,1406.9,2024-05-31 05:30:00,1436.75,1400.0,2024-05,1409.8,37113815
TRENT,4559.15,2024-05-31 05:30:00,4710.0,4498.9,2024-05,4665.0,3005008
BHARTIARTL,1372.75,2024-05-31 05:30:00,1388.0,1338.0,2024-05,1380.0,24825643
TATAMOTORS,923.0,2024-05-31 05:30:00,937.25,920.1,2024-05,931.65,14289102
WIPRO,438.2,2024-05-31 05:30:00,442.15,435.5,2024-05,437.55,10719002
TECHM,1228.45,2024-05-31 05:30:00,1255.25,1224.05,2024-05,1245.95,4649449
NTPC,359.0,2024-05-31 05:30:00,366.65,355.5,2024-05,363.45,30515612
HINDUNILVR,2329.05,2024-05-31 05:30:00,2377.45,2317.6,2024-05,2353.0,5529186
APOLLOHOSP,5839.2,2024-05-31 05:30:00,5959.35,5743.0,2024-05,5855.95,1382132
M&M,2506.25,2024-05-31 05:30:00,2569.2,2495.15,2024-05,2517.75,8769724
GRASIM,2316.25,2024-05-31 05:30:00,2362.0,2295.95,2024-05,2342.95,1644820
ICICIBANK,1121.05,2024-05-31 05:30:00,1130.6,1111.25,2024-05,1118.0,26197718
ADANIENT,3411.35,2024-05-31 05:30:00,3434.45,3225.25,2024-05,3225.25,6384589
ADANIPORTS,1437.4,2024-05-31 05:30:00,1451.0,1391.0,2024-05,1391.0,8238969
BEL,295.95,2024-05-31 05:30:00,297.2,286.3,2024-05,294.2,51397345
BAJAJFINSV,1528.6,2024-05-31 05:30:00,1552.05,1518.9,2024-05,1530.0,2794001
EICHERMOT,4733.45,2024-05-31 05:30:00,4790.0,4668.25,2024-05,4742.2,1137018
COALINDIA,491.2,2024-05-31 05:30:00,493.1,479.0,2024-05,484.4,11223848
MARUTI,12399.3,2024-05-31 05:30:00,12633.35,12330.0,2024-05,12598.0,908304
INDUSINDBK,1461.85,2024-05-31 05:30:00,1469.9,1446.55,2024-05,1456.0,3546505
ASIANPAINT,2881.2,2024-05-31 05:30:00,2906.0,2855.6,2024-05,2883.7,2520363
TATASTEEL,167.2,2024-05-31 05:30:00,167.95,164.0,2024-05,166.05,83713848
HDFCLIFE,549.85,2024-05-31 05:30:00,556.3,546.55,2024-05,551.9,9707990
DRREDDY,1158.37,2024-05-31 05:30:00,1180.93,1150.57,2024-05,1179.99,5146590
SUNPHARMA,1459.8,2024-05-31 05:30:00,1479.4,1440.0,2024-05,1465.0,5503924
KOTAKBANK,1680.4,2024-05-31 05:30:00,1703.0,1660.55,2024-05,1703.0,12804476
SHRIRAMFIN,2354.05,2024-05-31 05:30:00,2387.35,2313.65,2024-05,2318.9,2583291
NESTLEIND,2354.9,2024-05-31 05:30:00,2425.6,2345.0,2024-05,2425.6,2532973
ONGC,264.35,2024-05-31 05:30:00,268.45,263.0,2024-05,268.45,24167379
CIPLA,1447.2,2024-05-31 05:30:00,1472.7,1440.0,2024-05,1466.95,3270743
BPCL,313.9,2024-05-31 05:30:00,317.2,308.8,2024-05,315.0,18484104
BRITANNIA,5179.8,2024-05-31 05:30:00,5221.0,5110.65,2024-05,5208.0,651525
SBILIFE,1386.4,2024-05-31 05:30:00,1401.15,1372.6,2024-05,1393.8,2559060
HINDALCO,689.35,2024-05-31 05:30:00,703.45,684.35,2024-05,698.9,13620282
HEROMOTOCO,5119.6,2024-05-31 05:30:00,5189.95,5003.5,2024-05,5175.0,1905070
AXISBANK,1162.15,2024-05-31 05:30:00,1178.0,1153.4,2024-05,1173.0,10057642
HDFCBANK,1531.55,2024-05-31 05:30:00,1536.0,1514.0,2024-05,1519.0,37039794
BAJAJ-AUTO,9084.75,2024-05-31 05:30:00,9125.5,8923.0,2024-05,8990.0,560005
